text_combined,label
Urgent! Your bank account is compromised. Login now: http://fakebank.com #463,1
Win a free iPhone! Just click this link: http://scamoffer.net #464,1
Win a free iPhone! Just click this link: http://scamoffer.net #465,1
Win a free iPhone! Just click this link: http://scamoffer.net #466,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #467,1
You've received a payment of $1000. Claim now: http://fakepay.com #468,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #469",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #470",1
"Dear user, we've detected unusual activity. Verify your identity immediately. #471",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #472,1
You've received a payment of $1000. Claim now: http://fakepay.com #473,1
Win a free iPhone! Just click this link: http://scamoffer.net #474,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #475,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #476,1
Your account has been suspended. Click here to verify: http://phishingsite.com #477,1
Your account has been suspended. Click here to verify: http://phishingsite.com #478,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #479,1
Your account has been suspended. Click here to verify: http://phishingsite.com #480,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #481,1
You've received a payment of $1000. Claim now: http://fakepay.com #482,1
You've received a payment of $1000. Claim now: http://fakepay.com #483,1
You've received a payment of $1000. Claim now: http://fakepay.com #484,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #485,1
You've received a payment of $1000. Claim now: http://fakepay.com #486,1
Your account has been suspended. Click here to verify: http://phishingsite.com #487,1
Your account has been suspended. Click here to verify: http://phishingsite.com #488,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #489",1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #490,1
Your account has been suspended. Click here to verify: http://phishingsite.com #491,1
You've received a payment of $1000. Claim now: http://fakepay.com #492,1
Urgent! Your bank account is compromised. Login now: http://fakebank.com #493,1
Win a free iPhone! Just click this link: http://scamoffer.net #494,1
Win a free iPhone! Just click this link: http://scamoffer.net #495,1
You've received a payment of $1000. Claim now: http://fakepay.com #496,1
You've received a payment of $1000. Claim now: http://fakepay.com #497,1
You've received a payment of $1000. Claim now: http://fakepay.com #498,1
"Dear user, we've detected unusual activity. Verify your identity immediately. #499",1
